mode_id,time,mode1_amp,mode1_damp,mode1_freq,mode2_amp,mode2_damp,mode2_freq
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:20.800,1.1799999475479126,4.03000020980835,0.38999998569488525,0.2800000011920929,2.299999952316284,0.4699999988079071
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:21.966,1.2300000190734863,4.03000020980835,0.3790000081062317,0.11999999731779099,2.549999952316284,0.5070000290870667
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:23.200,1.1100000143051147,4.03000020980835,0.3720000088214874,0.23000000417232513,3.049999952316284,0.5379999876022339
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:24.300,0.8999999761581421,3.9000000953674316,0.3709999918937683,0.3700000047683716,3.049999952316284,0.5220000147819519
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:25.400,0.6899999976158142,4.03000020980835,0.3779999911785126,0.36000001430511475,3.049999952316284,0.5299999713897705
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:26.450,0.6000000238418579,4.159999847412109,0.3790000081062317,0.2199999988079071,2.940000057220459,0.5249999761581421
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:27.550,0.6000000238418579,4.159999847412109,0.38199999928474426,0.14000000059604645,3.0399999618530273,0.5130000114440918
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:28.600,0.5400000214576721,4.28000020980835,0.3790000081062317,0.17000000178813934,3.1500000953674316,0.4950000047683716
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:29.650,0.5299999713897705,4.440000057220459,0.37400001287460327,0.1899999976158142,3.1500000953674316,0.5059999823570251
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:30.750,0.47999998927116394,4.349999904632568,0.3659999966621399,0.1899999976158142,3.1500000953674316,0.5180000066757202
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:31.816,0.47999998927116394,4.349999904632568,0.3619999885559082,0.15000000596046448,3.0399999618530273,0.5440000295639038
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:32.950,0.5099999904632568,4.210000038146973,0.35100001096725464,0.14000000059604645,3.0399999618530273,0.5600000023841858
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:33.950,0.5099999904632568,4.210000038146973,0.34700000286102295,0.1599999964237213,2.880000114440918,0.5529999732971191
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:34.983,0.5899999737739563,4.210000038146973,0.3269999921321869,0.11999999731779099,2.7100000381469727,0.5379999876022339
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:36.200,0.75,4.210000038146973,0.3160000145435333,0.10000000149011612,2.7799999713897705,0.5180000066757202
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:37.300,0.75,4.210000038146973,0.31299999356269836,0.11999999731779099,2.6700000762939453,0.503000020980835
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:38.350,0.8500000238418579,4.210000038146973,0.30799999833106995,0.2199999988079071,2.6700000762939453,0.4790000021457672
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:39.400,0.699999988079071,4.210000038146973,0.31299999356269836,0.1599999964237213,2.6700000762939453,0.45500001311302185
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:40.450,0.4099999964237213,4.28000020980835,0.32199999690055847,0.1599999964237213,2.6700000762939453,0.4339999854564667
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:41.600,0.23000000417232513,4.590000152587891,0.3479999899864197,0.25,2.6700000762939453,0.4350000023841858
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:42.650,0.41999998688697815,4.650000095367432,0.3700000047683716,0.25,2.6700000762939453,0.44200000166893005
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:43.783,0.41999998688697815,4.650000095367432,0.3700000047683716,0.23999999463558197,2.6700000762939453,0.44699999690055847
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:44.850,0.6000000238418579,4.650000095367432,0.36899998784065247,0.25999999046325684,2.6700000762939453,0.44600000977516174
aa981ae9-75cf-11eb-94e3-5c3a45563204,2021-05-10 21:56:45.950,0.6200000047683716,4.650000095367432,0.3659999966621399,0.23000000417232513,2.369999885559082,0.4449999928474426
